SUB_ID,Age,Gender,Policy_Status,Region
340,30,Female,Active,West
341,82,Male,Active,West
342,44,Male,Active,South
343,83,Male,Inactive,North
344,37,Male,Active,North
345,70,Female,Active,South
346,47,Female,Inactive,East
347,53,Female,Inactive,East
348,67,Female,Active,East
349,45,Female,Active,North
350,59,Male,Inactive,West
351,59,Male,Active,North
352,72,Male,Inactive,East
353,74,Male,Active,South
354,81,Female,Active,West
355,59,Female,Inactive,East
356,61,Female,Active,East
357,47,Male,Active,East
358,44,Male,Active,South
359,37,Female,Active,East
360,52,Female,Active,West
361,57,Female,Active,North
362,55,Female,Active,South
363,63,Female,Active,South
364,36,Female,Inactive,South
365,79,Male,Active,West
366,59,Female,Inactive,East
367,70,Female,Active,East
368,60,Female,Active,West
369,43,Male,Inactive,West
370,50,Male,Active,South
371,18,Male,Active,West
372,58,Male,Inactive,West
373,54,Female,Active,North
374,72,Female,Active,West
375,30,Female,Active,North
376,54,Female,Active,North
377,51,Other,Active,North
378,37,Female,Active,East
379,34,Male,Active,West
380,39,Male,Active,North
381,69,Male,Active,South
382,69,Male,Inactive,West
383,35,Female,Active,West
384,53,Female,Inactive,East
385,62,Female,Inactive,West
386,60,Female,Inactive,West
387,34,Male,Active,West
388,47,Male,Active,North
389,35,Male,Active,North
390,69,Male,Active,West
391,91,Male,Active,West
392,54,Female,Active,South
393,25,Female,Inactive,South
394,66,Female,Active,East
395,77,Male,Active,South
396,76,Male,Active,South
397,57,Female,Active,East
398,62,Female,Active,West
399,56,Male,Active,North
400,65,Female,Active,West
401,68,Male,Active,North
402,44,Male,Active,East
403,47,Male,Active,West
404,50,Female,Inactive,East
405,52,Male,Active,North
406,58,Male,Active,North
407,71,Female,Active,East
408,37,Male,Active,East
409,68,Male,Active,South
410,52,Male,Active,North
411,18,Female,Active,North
412,49,Male,Active,West
413,51,Female,Active,North
414,63,Female,Active,West
415,63,Female,Active,South
416,55,Female,Active,West
417,44,Male,Active,West
418,68,Female,Active,East
419,46,Male,Inactive,North
420,38,Male,Active,North
421,46,Male,Active,West
422,47,Female,Inactive,West
423,53,Male,Active,South
424,49,Female,Active,North
425,50,Male,Inactive,East
426,65,Female,Active,East
427,66,Male,Active,West
428,62,Female,Active,North
429,51,Female,Active,West
430,46,Female,Active,South
431,52,Male,Active,East
432,53,Female,Inactive,South
433,67,Male,Active,South
434,51,Male,Inactive,South
435,38,Female,Inactive,West
436,43,Female,Active,South
437,80,Female,Active,East
438,42,Other,Active,South
439,37,Female,Active,West
440,51,Female,Inactive,West
441,80,Male,Active,South
442,56,Male,Inactive,West
443,59,Male,Active,South
444,33,Male,Active,North
445,34,Female,Active,North
446,55,Male,Inactive,North
447,49,Female,Active,South
448,60,Male,Inactive,North
449,40,Female,Active,South
450,70,Male,Active,West
451,74,Female,Active,North
452,33,Male,Active,South
453,58,Male,Inactive,West
454,51,Female,Inactive,East
455,75,Male,Active,South
456,58,Female,Active,North
457,68,Female,Active,West
458,54,Male,Active,North
459,59,Female,Active,North
460,85,Female,Inactive,East
461,84,Female,Active,West
462,31,Male,Inactive,West
463,60,Male,Active,South
464,58,Male,Inactive,South
465,40,Male,Inactive,East
466,44,Male,Active,North
467,58,Male,Active,West
468,68,Female,Active,North
469,62,Female,Active,West
470,49,Male,Active,East
471,40,Female,Active,East
472,26,Female,Active,East
473,77,Male,Active,North
474,47,Male,Active,East
475,43,Female,Inactive,East
476,60,Male,Inactive,West
477,54,Male,Active,North
478,55,Female,Active,North
479,64,Female,Active,East
480,48,Female,Active,South
481,40,Female,Active,South
482,53,Female,Inactive,North
483,56,Male,Active,East
484,40,Other,Active,East
485,40,Male,Active,West
486,40,Male,Active,East
487,66,Other,Active,South
488,74,Female,Active,North
489,73,Male,Active,North
490,42,Female,Active,South
491,45,Female,Active,West
492,37,Female,Active,West
493,81,Male,Active,North
494,48,Female,Active,South
495,54,Male,Active,East
496,48,Female,Active,West
497,57,Female,Active,South
498,40,Male,Active,South
499,46,Female,Active,East
500,42,Female,Active,North
501,22,Female,Inactive,South
502,59,Male,Inactive,West
503,65,Female,Active,South
504,69,Male,Inactive,South
505,77,Male,Inactive,North
506,68,Male,Inactive,South
507,54,Male,Active,South
508,63,Female,Active,West
509,48,Female,Active,East
510,66,Male,Inactive,West
511,51,Male,Active,East
512,22,Male,Active,East
513,55,Male,Active,West
514,56,Male,Active,West
515,39,Male,Active,West
516,62,Female,Active,South
517,72,Female,Active,West
518,39,Male,Active,North
519,66,Female,Active,East
520,67,Male,Inactive,South
521,42,Male,Inactive,North
522,49,Female,Inactive,North
523,40,Male,Inactive,South
524,47,Male,Active,North
525,54,Female,Inactive,East
526,71,Male,Active,South
527,46,Female,Inactive,West
528,33,Male,Inactive,East
529,18,Male,Active,South
530,46,Male,Active,West
531,37,Male,Inactive,East
532,58,Female,Inactive,East
533,58,Female,Active,East
534,33,Male,Active,North
535,60,Female,Active,East
536,52,Male,Active,South
537,51,Female,Active,North
538,48,Female,Active,North
539,68,Female,Active,West
540,63,Female,Active,North
541,58,Female,Active,West
542,71,Female,Active,South
543,55,Female,Active,West
544,57,Female,Active,North
545,62,Female,Inactive,North
546,51,Male,Inactive,South
547,38,Male,Active,West
548,80,Male,Active,South
549,68,Male,Active,West
550,37,Male,Active,North
551,41,Female,Inactive,East
552,40,Female,Active,North
553,34,Male,Inactive,East
554,60,Female,Active,South
555,76,Female,Active,West
556,60,Male,Active,West
557,77,Female,Active,East
558,49,Male,Active,East
559,59,Female,Active,East
560,42,Male,Active,East
561,55,Male,Inactive,South
562,70,Female,Active,North
563,65,Male,Active,North
564,69,Female,Inactive,North
565,49,Male,Active,North
566,68,Female,Active,South
567,75,Male,Active,West
568,63,Male,Active,South
569,36,Female,Active,South
570,59,Male,Inactive,South
571,58,Male,Active,East
572,46,Male,Inactive,South
573,41,Male,Active,South
574,44,Female,Active,East
575,71,Other,Inactive,South
576,57,Male,Active,East
577,78,Male,Inactive,South
578,30,Female,Inactive,South
579,61,Female,Active,West
580,77,Female,Inactive,South
581,81,Female,Active,East
582,47,Male,Inactive,West
583,77,Male,Active,South
584,70,Female,Active,South
585,72,Male,Inactive,East
586,58,Female,Active,East
587,69,Female,Active,East
588,68,Female,Active,West
589,47,Female,Active,East
590,18,Female,Active,South
591,71,Female,Active,South
592,70,Female,Active,North
593,66,Male,Active,East
594,49,Male,Active,South
595,49,Male,Active,North
596,33,Male,Inactive,North
597,78,Male,Active,East
598,54,Male,Inactive,East
599,67,Female,Active,West
600,50,Female,Active,East
601,22,Male,Active,North
602,66,Female,Active,West
603,72,Female,Active,South
604,81,Other,Active,South
605,54,Male,Active,North
606,49,Other,Active,West
607,57,Male,Active,South
608,41,Female,Inactive,South
609,43,Male,Active,North
610,64,Female,Inactive,South
611,52,Female,Inactive,North
612,48,Male,Active,East
613,61,Female,Inactive,West
614,50,Male,Active,North
615,89,Male,Active,East
616,51,Male,Inactive,North
617,77,Male,Active,East
618,65,Male,Active,East
619,69,Male,Active,South
620,60,Female,Active,North
621,53,Male,Inactive,North
622,55,Male,Inactive,North
623,47,Female,Active,South
624,60,Female,Active,West
625,69,Female,Inactive,South
626,21,Male,Active,East
627,37,Male,Active,South
628,38,Male,Inactive,West
629,64,Male,Active,South
630,64,Male,Active,North
631,49,Female,Active,North
632,76,Female,Inactive,South
633,50,Male,Inactive,East
634,63,Male,Active,West
635,66,Female,Active,North
636,53,Female,Inactive,South
637,70,Female,Active,North
638,50,Female,Inactive,South
639,55,Female,Active,North
640,56,Female,Active,West
641,66,Female,Inactive,West
642,75,Male,Inactive,East
643,44,Male,Active,West
644,36,Female,Active,West
645,64,Female,Active,South
646,26,Male,Inactive,South
647,56,Female,Active,South
648,63,Male,Active,South
649,30,Male,Inactive,West
650,43,Female,Active,East
651,51,Other,Active,West
652,53,Male,Active,East
653,55,Female,Active,West
654,61,Male,Inactive,West
655,65,Female,Active,West
656,33,Male,Active,East
657,72,Female,Active,South
658,51,Male,Active,South
659,49,Male,Inactive,West
660,71,Female,Active,North
661,47,Male,Active,North
662,43,Male,Active,West
663,29,Male,Active,East
664,73,Male,Active,North
665,30,Female,Active,North
666,37,Female,Inactive,East
667,25,Female,Active,North
668,49,Male,Active,West
669,29,Female,Active,North
670,71,Male,Active,South
671,45,Female,Inactive,West
672,39,Male,Active,North
673,60,Female,Active,East
674,40,Female,Active,South
675,53,Female,Active,West
676,68,Male,Active,North
677,44,Male,Inactive,West
678,50,Other,Active,West
679,45,Female,Inactive,West
680,51,Other,Active,North
681,95,Male,Active,North
682,25,Female,Inactive,South
683,68,Male,Active,North
684,56,Female,Inactive,South
685,45,Female,Active,West
686,69,Female,Active,East
687,73,Male,Active,South
688,42,Male,Active,East
689,54,Female,Active,West
690,46,Female,Active,North
691,61,Male,Active,East
692,58,Female,Active,West
693,55,Male,Active,West
694,61,Male,Inactive,East
695,62,Female,Active,North
696,76,Female,Active,West
697,43,Male,Active,North
698,54,Female,Inactive,North
699,89,Male,Inactive,West
700,46,Female,Active,West
701,72,Male,Active,East
702,41,Other,Active,West
703,65,Male,Inactive,South
704,53,Female,Inactive,East
705,61,Male,Inactive,East
706,51,Male,Active,South
707,73,Male,Inactive,North
708,55,Male,Inactive,South
709,53,Male,Active,East
710,62,Male,Active,East
711,45,Female,Active,North
712,22,Female,Active,South
713,34,Female,Inactive,South
714,45,Female,Active,South
715,79,Male,Active,North
716,87,Male,Inactive,North
717,36,Female,Inactive,West
718,57,Male,Inactive,South
719,46,Female,Active,South
720,59,Male,Active,North
721,37,Female,Active,East
722,60,Female,Active,West
723,44,Female,Inactive,North
724,38,Male,Inactive,West
725,46,Female,Active,East
726,27,Female,Active,North
727,64,Male,Active,South
728,43,Female,Active,South
729,76,Female,Active,East
730,67,Male,Active,South
731,72,Male,Active,North
732,49,Male,Inactive,East
733,74,Female,Active,West
734,74,Female,Active,East
735,50,Male,Active,East
736,56,Male,Inactive,South
737,76,Female,Active,West
738,57,Male,Active,West
739,45,Female,Active,North
740,70,Female,Active,East
741,72,Male,Inactive,North
742,43,Female,Active,South
743,61,Male,Active,South
744,56,Female,Active,North
745,71,Female,Active,West
746,45,Female,Inactive,East
747,74,Male,Inactive,North
748,68,Female,Inactive,East
749,50,Male,Active,North
750,48,Male,Active,East
751,39,Male,Active,East
752,75,Male,Active,North
753,42,Female,Active,South
754,53,Male,Active,West
755,82,Female,Active,South
756,67,Male,Active,West
757,60,Male,Active,North
758,59,Female,Active,South
759,52,Female,Active,North
760,36,Male,Active,North
761,63,Male,Active,South
762,39,Male,Inactive,East
763,86,Female,Active,East
764,32,Female,Active,West
765,51,Female,Active,East
766,56,Female,Inactive,West
767,47,Female,Active,South
768,56,Female,Active,South
769,65,Male,Inactive,South
770,76,Female,Active,South
771,58,Male,Active,South
772,55,Female,Active,South
773,61,Male,Active,South
774,56,Male,Inactive,East
775,45,Male,Active,South
776,56,Female,Active,East
777,73,Male,Inactive,East
778,57,Female,Inactive,West
779,56,Male,Inactive,North
780,54,Male,Active,East
781,64,Male,Active,West
782,61,Female,Active,North
783,62,Female,Active,West
784,51,Female,Inactive,West
785,22,Male,Inactive,East
786,47,Female,Active,North
787,55,Female,Inactive,North
788,42,Female,Active,West
789,65,Female,Active,East
790,43,Female,Active,East
791,24,Female,Active,South
792,67,Male,Active,West
793,52,Male,Active,South
794,55,Male,Active,North
795,30,Female,Active,West
796,50,Female,Inactive,South
797,53,Female,Active,South
798,56,Male,Inactive,North
799,68,Female,Active,East
800,46,Female,Inactive,South
801,52,Male,Active,East
802,79,Male,Inactive,East
803,53,Female,Active,West
804,76,Female,Active,West
805,31,Male,Inactive,East
806,53,Female,Active,North
807,73,Male,Active,West
808,65,Female,Inactive,East
809,77,Female,Active,South
810,50,Female,Active,West
811,57,Male,Active,East
812,22,Female,Active,South
813,35,Male,Active,South
814,63,Female,Active,West
815,46,Other,Active,North
816,67,Female,Active,West
817,51,Male,Active,North
818,63,Male,Active,West
819,43,Male,Active,South
820,40,Male,Inactive,West
821,70,Female,Active,South
822,63,Male,Inactive,North
823,55,Male,Active,East
824,67,Female,Active,West
825,68,Male,Active,East
826,71,Female,Active,East
827,51,Female,Active,East
828,45,Female,Active,East
829,56,Female,Active,North
830,60,Female,Inactive,South
831,37,Female,Active,South
832,24,Female,Active,East
833,61,Female,Active,South
834,72,Female,Active,North
835,57,Male,Active,South
836,52,Female,Active,West
837,58,Male,Active,North
838,58,Male,Active,West
839,41,Male,Active,East
840,59,Female,Active,West
841,72,Female,Active,North
842,61,Female,Inactive,West
843,53,Male,Active,West
844,66,Male,Active,East
845,64,Female,Inactive,West
846,41,Female,Active,West
847,73,Male,Active,West
848,67,Female,Active,South
849,60,Male,Active,East
850,62,Female,Active,West
851,58,Male,Active,South
852,45,Male,Active,West
853,64,Male,Active,West
854,56,Male,Inactive,North
855,71,Male,Active,North
856,48,Male,Active,North
857,45,Male,Active,West
858,43,Male,Active,West
859,70,Female,Active,East
860,55,Male,Active,North
861,48,Female,Active,West
862,37,Male,Active,South
863,91,Female,Active,North
864,57,Female,Inactive,North
865,46,Female,Inactive,South
866,49,Female,Active,South
867,72,Male,Active,North
868,51,Female,Inactive,East
869,40,Female,Inactive,North
870,54,Male,Active,North
871,78,Female,Active,East
872,73,Female,Active,North
873,74,Female,Active,South
874,46,Male,Inactive,South
875,35,Female,Active,West
876,50,Female,Inactive,North
877,49,Male,Active,East
878,55,Male,Active,East
879,68,Female,Inactive,East
880,47,Male,Active,East
881,44,Female,Inactive,West
882,40,Male,Inactive,North
883,65,Male,Active,North
884,61,Male,Inactive,East
885,68,Female,Active,West
886,37,Male,Active,North
887,48,Male,Active,South
888,73,Male,Inactive,South
889,61,Female,Active,West
890,72,Other,Active,North
891,69,Female,Active,West
892,65,Female,Inactive,North
893,46,Male,Active,East
894,53,Male,Active,East
895,59,Female,Active,South
896,88,Male,Inactive,North
897,65,Male,Inactive,West
898,54,Male,Active,West
899,58,Male,Active,South
900,61,Male,Active,East
901,52,Male,Inactive,West
902,65,Female,Inactive,North
903,70,Female,Active,West
904,90,Female,Active,North
905,76,Male,Active,North
906,59,Male,Active,South
907,46,Female,Active,South
908,38,Male,Inactive,West
909,69,Female,Active,North
910,72,Female,Inactive,East
911,76,Male,Active,East
912,60,Female,Active,South
913,55,Other,Active,East
914,54,Female,Active,East
915,67,Female,Active,North
916,26,Female,Active,West
917,31,Female,Active,South
918,20,Male,Active,South
919,49,Female,Inactive,South
920,53,Female,Inactive,West
921,72,Other,Active,South
922,56,Female,Active,East
923,63,Male,Inactive,North
924,53,Female,Active,South
925,48,Female,Active,East
926,40,Female,Active,West
927,59,Female,Active,West
928,55,Female,Active,West
929,40,Female,Active,North
930,47,Female,Active,West
931,40,Other,Active,West
932,43,Male,Active,East
933,72,Male,Active,North
934,60,Other,Inactive,West
935,62,Male,Active,North
936,42,Female,Active,East
937,47,Female,Active,East
938,72,Male,Active,North
939,45,Male,Active,South
940,46,Female,Active,East
941,64,Female,Active,East
942,71,Male,Active,North
943,72,Male,Active,West
944,58,Male,Inactive,West
945,46,Female,Active,South
946,60,Female,Active,North
947,62,Male,Active,North
948,52,Male,Inactive,West
949,52,Female,Active,East
950,66,Male,Inactive,West
951,83,Male,Active,West
952,32,Male,Active,East
953,56,Male,Active,West
954,33,Female,Active,West
955,56,Female,Inactive,South
956,51,Female,Active,East
957,84,Male,Inactive,East
958,63,Female,Inactive,West
959,40,Female,Active,South
960,77,Male,Active,South
961,33,Female,Active,East
962,65,Male,Active,West
963,80,Female,Active,East
964,61,Female,Active,East
965,65,Male,Active,South
966,63,Female,Inactive,South
967,53,Male,Active,East
968,59,Female,Inactive,East
969,34,Female,Inactive,West
970,63,Male,Active,North
971,46,Male,Inactive,North
972,67,Male,Active,North
973,51,Male,Active,South
974,54,Female,Active,South
975,52,Male,Active,North
976,44,Female,Active,East
977,63,Male,Inactive,South
978,52,Other,Inactive,West
979,41,Male,Active,East
980,49,Female,Active,West
981,53,Female,Inactive,West
982,61,Male,Active,North
983,58,Other,Active,North
984,49,Male,Active,North
985,59,Female,Active,South
986,87,Male,Inactive,South
987,51,Female,Active,South
988,18,Male,Inactive,North
989,39,Female,Active,West
990,46,Female,Active,West
991,72,Female,Active,East
992,72,Male,Active,South
993,48,Male,Inactive,South
994,58,Female,Active,North
995,54,Female,Active,West
996,38,Male,Active,North
997,56,Male,Inactive,West
998,60,Male,Active,East
999,40,Male,Active,East
1000,58,Female,Active,North
1001,71,Male,Inactive,North
1002,31,Female,Active,South
1003,58,Male,Active,East
1004,66,Male,Active,South
1005,69,Female,Active,East
1006,39,Male,Active,North
1007,50,Other,Active,West
1008,56,Female,Active,North
1009,70,Male,Active,South
1010,83,Female,Active,South
1011,58,Female,Active,North
1012,73,Male,Inactive,South
1013,53,Male,Active,West
1014,50,Female,Active,North
1015,70,Male,Active,East
1016,78,Male,Active,South
1017,81,Female,Inactive,East
1018,45,Female,Active,South
1019,41,Male,Active,South
1020,78,Other,Active,South
1021,25,Female,Active,South
1022,52,Female,Inactive,West
1023,46,Male,Active,East
1024,75,Male,Active,West
1025,57,Female,Active,East
1026,63,Female,Active,East
1027,58,Female,Active,North
1028,51,Male,Inactive,North
1029,63,Male,Active,South
1030,42,Male,Active,North
1031,40,Male,Active,East
1032,49,Female,Active,East
1033,52,Male,Inactive,West
1034,45,Male,Active,South
1035,57,Male,Active,West
1036,86,Female,Active,West
1037,51,Male,Active,South
1038,68,Male,Active,West
1039,51,Female,Active,East
1040,71,Female,Inactive,North
1041,39,Male,Active,East
1042,68,Female,Active,South
1043,60,Female,Active,South
1044,61,Female,Active,East
1045,37,Male,Inactive,North
1046,49,Female,Active,East
1047,74,Male,Active,East
1048,34,Male,Active,East
1049,49,Female,Inactive,North
1050,61,Female,Active,North
1051,83,Male,Inactive,West
1052,72,Male,Inactive,West
1053,74,Male,Active,West
1054,48,Male,Inactive,East
1055,58,Female,Inactive,South
1056,45,Male,Active,West
1057,51,Female,Active,West
1058,57,Female,Active,East
1059,44,Male,Active,East
1060,73,Male,Inactive,East
1061,56,Female,Active,East
1062,50,Female,Active,South
1063,43,Female,Active,South
1064,73,Female,Active,North
1065,64,Female,Active,West
1066,51,Female,Inactive,West
1067,38,Female,Active,North
1068,66,Female,Active,South
1069,53,Female,Active,West
1070,68,Female,Inactive,South
1071,55,Male,Active,West
1072,75,Male,Inactive,West
1073,54,Male,Active,East
1074,77,Male,Active,West
1075,66,Female,Active,East
1076,36,Male,Active,East
1077,51,Female,Active,West
1078,77,Male,Active,West
1079,59,Male,Active,North
1080,48,Male,Inactive,West
1081,56,Male,Active,East
1082,71,Male,Active,East
1083,60,Female,Active,South
1084,52,Male,Active,North
1085,31,Female,Active,South
1086,78,Female,Active,West
1087,42,Female,Active,North
1088,70,Female,Active,West
1089,33,Male,Active,North
1090,47,Female,Active,East
1091,43,Female,Active,West
1092,67,Male,Active,East
1093,47,Male,Inactive,North
1094,63,Female,Active,West
1095,79,Female,Active,East
1096,57,Female,Active,South
1097,43,Male,Active,East
1098,51,Male,Active,East
1099,41,Male,Active,South
1100,67,Male,Active,South
1101,65,Male,Active,West
1102,59,Female,Active,West
1103,40,Male,Inactive,West
1104,24,Male,Active,East
1105,50,Male,Active,East
1106,50,Female,Active,North
